dataset	class	length	biotype	reads	reads_at_length
FLASH-seq	multi	50	ProteinCoding	198690	204525
FLASH-seq	multi	50	TEC	2960	204525
FLASH-seq	multi	50	TranscribedProcessedPseudogene	45984	204525
FLASH-seq	multi	50	TranscribedUnitaryPseudogene	1051	204525
FLASH-seq	multi	50	TranscribedUnprocessedPseudogene	2549	204525
FLASH-seq	multi	50	UnitaryPseudogene	823	204525
FLASH-seq	multi	50	UnprocessedPseudogene	8824	204525
FLASH-seq	multi	50	lncRNA	120057	204525
FLASH-seq	multi	50	miRNA	3500	204525
FLASH-seq	multi	50	pseudogene	7	204525
FLASH-seq	multi	50	rRNA	28	204525
FLASH-seq	multi	50	snRNA	9	204525
FLASH-seq	multi	50	snoRNA	33	204525
FLASH-seq	multi	50	tRNA	551	204525
FLASH-seq	multi	51	MiscRna	5081	206553
FLASH-seq	multi	51	MtTrna	209	206553
FLASH-seq	multi	51	ProcessedPseudogene	105386	206553
FLASH-seq	multi	51	ProteinCoding	198628	206553
FLASH-seq	multi	51	TEC	2871	206553
FLASH-seq	multi	51	TranscribedProcessedPseudogene	48076	206553
FLASH-seq	multi	51	TranscribedUnitaryPseudogene	1186	206553
FLASH-seq	multi	51	TranscribedUnprocessedPseudogene	2284	206553
FLASH-seq	multi	51	UnitaryPseudogene	671	206553
FLASH-seq	multi	51	UnprocessedPseudogene	10849	206553
FLASH-seq	multi	51	lncRNA	122433	206553
FLASH-seq	multi	51	miRNA	4434	206553
FLASH-seq	multi	51	pseudogene	1	206553
FLASH-seq	multi	51	rRNA	30	206553
FLASH-seq	multi	51	snRNA	5	206553
FLASH-seq	multi	51	snoRNA	30	206553
FLASH-seq	multi	51	tRNA	524	206553
FLASH-seq	multi	52	MiscRna	2031	190756
FLASH-seq	multi	52	MtTrna	130	190756
FLASH-seq	multi	52	ProcessedPseudogene	100865	190756
FLASH-seq	multi	52	ProteinCoding	184590	190756
FLASH-seq	multi	52	TEC	3301	190756
FLASH-seq	multi	52	TrVGene	1	190756
FLASH-seq	multi	52	TranscribedProcessedPseudogene	43971	190756
FLASH-seq	multi	52	TranscribedUnitaryPseudogene	948	190756
FLASH-seq	multi	52	TranscribedUnprocessedPseudogene	2986	190756
FLASH-seq	multi	52	UnitaryPseudogene	889	190756
FLASH-seq	multi	52	UnprocessedPseudogene	8973	190756
FLASH-seq	multi	52	lncRNA	110749	190756
FLASH-seq	multi	52	miRNA	2853	190756
FLASH-seq	multi	52	pseudogene	4	190756
FLASH-seq	multi	52	rRNA	27	190756
FLASH-seq	multi	52	ribozyme	1	190756
FLASH-seq	multi	52	scaRNA	3	190756
FLASH-seq	multi	52	snRNA	6	190756
FLASH-seq	multi	52	snoRNA	33	190756
FLASH-seq	multi	52	tRNA	153	190756
FLASH-seq	multi	53	MiscRna	2278	199316
FLASH-seq	multi	53	MtTrna	156	199316
FLASH-seq	multi	53	ProcessedPseudogene	104979	199316
FLASH-seq	multi	53	ProteinCoding	193077	199316
FLASH-seq	multi	53	TEC	2484	199316
FLASH-seq	multi	53	TranscribedProcessedPseudogene	46308	199316
FLASH-seq	multi	53	TranscribedUnitaryPseudogene	1320	199316
FLASH-seq	multi	53	TranscribedUnprocessedPseudogene	3013	199316
FLASH-seq	multi	53	UnitaryPseudogene	560	199316
FLASH-seq	multi	53	UnprocessedPseudogene	10660	199316
FLASH-seq	multi	53	lncRNA	118813	199316
FLASH-seq	multi	53	miRNA	2881	199316
FLASH-seq	multi	53	pseudogene	4	199316
FLASH-seq	multi	53	rRNA	58	199316
FLASH-seq	multi	53	snRNA	14	199316
FLASH-seq	multi	53	snoRNA	27	199316
FLASH-seq	multi	53	tRNA	85	199316
FLASH-seq	multi	54	MiscRna	2964	201234
FLASH-seq	multi	54	MtRrna	1	201234
FLASH-seq	multi	54	MtTrna	201	201234
FLASH-seq	multi	54	ProcessedPseudogene	104661	201234
FLASH-seq	multi	54	ProteinCoding	194852	201234
FLASH-seq	multi	54	TEC	2717	201234
FLASH-seq	multi	54	TranscribedProcessedPseudogene	46258	201234
FLASH-seq	multi	54	TranscribedUnitaryPseudogene	1237	201234
FLASH-seq	multi	54	TranscribedUnprocessedPseudogene	2633	201234
FLASH-seq	multi	54	UnitaryPseudogene	485	201234
FLASH-seq	multi	54	UnprocessedPseudogene	9912	201234
FLASH-seq	multi	54	lncRNA	116964	201234
FLASH-seq	multi	54	miRNA	3156	201234
FLASH-seq	multi	54	rRNA	23	201234
FLASH-seq	multi	54	snRNA	7	201234
FLASH-seq	multi	54	snoRNA	17	201234
FLASH-seq	multi	54	tRNA	60	201234
FLASH-seq	multi	55	MiscRna	2055	200308
FLASH-seq	multi	55	MtTrna	293	200308
FLASH-seq	multi	55	ProcessedPseudogene	107328	200308
FLASH-seq	multi	55	ProteinCoding	194325	200308
FLASH-seq	multi	55	TEC	2584	200308
FLASH-seq	multi	55	TranscribedProcessedPseudogene	46128	200308
FLASH-seq	multi	55	TranscribedUnitaryPseudogene	1019	200308
FLASH-seq	multi	55	TranscribedUnprocessedPseudogene	2724	200308
FLASH-seq	multi	55	UnitaryPseudogene	721	200308
FLASH-seq	multi	55	UnprocessedPseudogene	9995	200308
FLASH-seq	multi	55	lncRNA	114410	200308
FLASH-seq	multi	55	miRNA	2858	200308
FLASH-seq	multi	55	pseudogene	2	200308
FLASH-seq	multi	55	rRNA	151	200308
FLASH-seq	multi	55	scaRNA	1	200308
FLASH-seq	multi	55	snRNA	3	200308
FLASH-seq	multi	55	snoRNA	22	200308
FLASH-seq	multi	55	tRNA	45	200308
FLASH-seq	multi	56	MiscRna	4620	210775
FLASH-seq	multi	56	MtTrna	294	210775
FLASH-seq	multi	56	ProcessedPseudogene	110101	210775
FLASH-seq	multi	56	ProteinCoding	203967	210775
FLASH-seq	multi	56	TEC	2744	210775
FLASH-seq	multi	56	TranscribedProcessedPseudogene	50165	210775
FLASH-seq	multi	56	TranscribedUnitaryPseudogene	1060	210775
FLASH-seq	multi	56	TranscribedUnprocessedPseudogene	2779	210775
FLASH-seq	multi	56	UnitaryPseudogene	629	210775
FLASH-seq	multi	56	UnprocessedPseudogene	9857	210775
FLASH-seq	multi	56	lncRNA	123470	210775
FLASH-seq	multi	56	miRNA	3625	210775
FLASH-seq	multi	56	pseudogene	1	210775
FLASH-seq	multi	56	rRNA	19	210775
FLASH-seq	multi	56	ribozyme	3	210775
FLASH-seq	multi	56	snRNA	21	210775
FLASH-seq	multi	56	snoRNA	19	210775
FLASH-seq	multi	56	tRNA	38	210775
FLASH-seq	multi	57	MiscRna	1916	213424
FLASH-seq	multi	57	MtTrna	197	213424
FLASH-seq	multi	57	ProcessedPseudogene	114232	213424
FLASH-seq	multi	57	ProteinCoding	208016	213424
FLASH-seq	multi	57	TEC	4018	213424
FLASH-seq	multi	57	TranscribedProcessedPseudogene	51683	213424
FLASH-seq	multi	57	TranscribedUnitaryPseudogene	950	213424
FLASH-seq	multi	57	TranscribedUnprocessedPseudogene	3121	213424
FLASH-seq	multi	57	UnitaryPseudogene	611	213424
FLASH-seq	multi	57	UnprocessedPseudogene	11443	213424
FLASH-seq	multi	57	lncRNA	124167	213424
FLASH-seq	multi	57	miRNA	3112	213424
FLASH-seq	multi	57	rRNA	40	213424
FLASH-seq	multi	57	snRNA	9	213424
FLASH-seq	multi	57	snoRNA	28	213424
FLASH-seq	multi	57	tRNA	50	213424
FLASH-seq	multi	58	MiscRna	3433	216051
FLASH-seq	multi	58	MtTrna	178	216051
FLASH-seq	multi	58	ProcessedPseudogene	118156	216051
FLASH-seq	multi	58	ProteinCoding	210025	216051
FLASH-seq	multi	58	TEC	4238	216051
FLASH-seq	multi	58	TranscribedProcessedPseudogene	53221	216051
FLASH-seq	multi	58	TranscribedUnitaryPseudogene	1394	216051
FLASH-seq	multi	58	TranscribedUnprocessedPseudogene	2795	216051
FLASH-seq	multi	58	UnitaryPseudogene	877	216051
FLASH-seq	multi	58	UnprocessedPseudogene	10292	216051
FLASH-seq	multi	58	lncRNA	128270	216051
FLASH-seq	multi	58	miRNA	3322	216051
FLASH-seq	multi	58	rRNA	36	216051
FLASH-seq	multi	58	snRNA	12	216051
FLASH-seq	multi	58	snoRNA	43	216051
FLASH-seq	multi	58	tRNA	36	216051
FLASH-seq	multi	59	MiscRna	5014	222114
FLASH-seq	multi	59	MtTrna	127	222114
FLASH-seq	multi	59	ProcessedPseudogene	116826	222114
FLASH-seq	multi	59	ProteinCoding	214234	222114
FLASH-seq	multi	59	TEC	3238	222114
FLASH-seq	multi	59	TranscribedProcessedPseudogene	56153	222114
FLASH-seq	multi	59	TranscribedUnitaryPseudogene	1006	222114
FLASH-seq	multi	59	TranscribedUnprocessedPseudogene	2815	222114
FLASH-seq	multi	59	UnitaryPseudogene	491	222114
FLASH-seq	multi	59	UnprocessedPseudogene	10124	222114
FLASH-seq	multi	59	lncRNA	131778	222114
FLASH-seq	multi	59	miRNA	5672	222114
FLASH-seq	multi	59	pseudogene	1	222114
FLASH-seq	multi	59	rRNA	68	222114
FLASH-seq	multi	59	snRNA	4	222114
FLASH-seq	multi	59	snoRNA	31	222114
FLASH-seq	multi	59	tRNA	44	222114
FLASH-seq	multi	60	MiscRna	2481	211682
FLASH-seq	multi	60	MtTrna	168	211682
FLASH-seq	multi	60	ProcessedPseudogene	115073	211682
FLASH-seq	multi	60	ProteinCoding	206185	211682
FLASH-seq	multi	60	TEC	3456	211682
FLASH-seq	multi	60	TrVGene	3	211682
FLASH-seq	multi	60	TranscribedProcessedPseudogene	51025	211682
FLASH-seq	multi	60	TranscribedUnitaryPseudogene	1203	211682
FLASH-seq	multi	60	TranscribedUnprocessedPseudogene	2630	211682
FLASH-seq	multi	60	UnitaryPseudogene	686	211682
FLASH-seq	multi	60	UnprocessedPseudogene	9449	211682
FLASH-seq	multi	60	lncRNA	125392	211682
FLASH-seq	multi	60	miRNA	3514	211682
FLASH-seq	multi	60	rRNA	11	211682
FLASH-seq	multi	60	snRNA	7	211682
FLASH-seq	multi	60	snoRNA	55	211682
FLASH-seq	multi	60	tRNA	39	211682
FLASH-seq	multi	61	MiscRna	4079	212702
FLASH-seq	multi	61	MtTrna	320	212702
FLASH-seq	multi	61	ProcessedPseudogene	113377	212702
FLASH-seq	multi	61	ProteinCoding	205990	212702
FLASH-seq	multi	61	TEC	2635	212702
FLASH-seq	multi	61	TranscribedProcessedPseudogene	50658	212702
FLASH-seq	multi	61	TranscribedUnitaryPseudogene	989	212702
FLASH-seq	multi	61	TranscribedUnprocessedPseudogene	3082	212702
FLASH-seq	multi	61	UnitaryPseudogene	561	212702
FLASH-seq	multi	61	UnprocessedPseudogene	9349	212702
FLASH-seq	multi	61	lncRNA	124141	212702
FLASH-seq	multi	61	miRNA	3923	212702
FLASH-seq	multi	61	pseudogene	2	212702
FLASH-seq	multi	61	rRNA	41	212702
FLASH-seq	multi	61	scaRNA	2	212702
FLASH-seq	multi	61	snRNA	6	212702
FLASH-seq	multi	61	snoRNA	28	212702
FLASH-seq	multi	61	tRNA	67	212702
FLASH-seq	multi	62	MiscRna	2706	202690
FLASH-seq	multi	62	MtTrna	206	202690
FLASH-seq	multi	62	ProcessedPseudogene	108293	202690
FLASH-seq	multi	62	ProteinCoding	197296	202690
FLASH-seq	multi	62	TEC	2763	202690
FLASH-seq	multi	62	TranscribedProcessedPseudogene	48193	202690
FLASH-seq	multi	62	TranscribedUnitaryPseudogene	960	202690
FLASH-seq	multi	62	TranscribedUnprocessedPseudogene	2867	202690
FLASH-seq	multi	62	TranslatedUnprocessedPseudogene	1	202690
FLASH-seq	multi	62	UnitaryPseudogene	593	202690
FLASH-seq	multi	62	UnprocessedPseudogene	10331	202690
FLASH-seq	multi	62	lncRNA	116581	202690
FLASH-seq	multi	62	miRNA	3483	202690
FLASH-seq	multi	62	rRNA	9	202690
FLASH-seq	multi	62	snRNA	2	202690
FLASH-seq	multi	62	snoRNA	27	202690
FLASH-seq	multi	62	tRNA	37	202690
FLASH-seq	multi	63	MiscRna	3056	204103
FLASH-seq	multi	63	MtTrna	265	204103
FLASH-seq	multi	63	ProcessedPseudogene	113852	204103
FLASH-seq	multi	63	ProteinCoding	198526	204103
FLASH-seq	multi	63	TEC	2591	204103
FLASH-seq	multi	63	TranscribedProcessedPseudogene	48900	204103
FLASH-seq	multi	63	TranscribedUnitaryPseudogene	1108	204103
FLASH-seq	multi	63	TranscribedUnprocessedPseudogene	2380	204103
FLASH-seq	multi	63	UnitaryPseudogene	535	204103
FLASH-seq	multi	63	UnprocessedPseudogene	9116	204103
FLASH-seq	multi	63	lncRNA	121361	204103
FLASH-seq	multi	63	miRNA	3476	204103
FLASH-seq	multi	63	rRNA	12	204103
FLASH-seq	multi	63	snRNA	9	204103
FLASH-seq	multi	63	snoRNA	28	204103
FLASH-seq	multi	63	tRNA	31	204103
FLASH-seq	multi	64	MiscRna	4689	170401
FLASH-seq	multi	64	MtTrna	89	170401
FLASH-seq	multi	64	ProcessedPseudogene	79243	170401
FLASH-seq	multi	64	ProteinCoding	164236	170401
FLASH-seq	multi	64	TEC	2039	170401
FLASH-seq	multi	64	TranscribedProcessedPseudogene	36230	170401
FLASH-seq	multi	64	TranscribedUnitaryPseudogene	956	170401
FLASH-seq	multi	64	TranscribedUnprocessedPseudogene	2534	170401
FLASH-seq	multi	64	UnitaryPseudogene	647	170401
FLASH-seq	multi	64	UnprocessedPseudogene	11933	170401
FLASH-seq	multi	64	lncRNA	98564	170401
FLASH-seq	multi	64	miRNA	4093	170401
FLASH-seq	multi	64	rRNA	9	170401
FLASH-seq	multi	64	snRNA	4	170401
FLASH-seq	multi	64	snoRNA	25	170401
FLASH-seq	multi	64	tRNA	34	170401
FLASH-seq	multi	65	MiscRna	2696	167264
FLASH-seq	multi	65	MtTrna	123	167264
FLASH-seq	multi	65	ProcessedPseudogene	81374	167264
FLASH-seq	multi	65	ProteinCoding	161660	167264
FLASH-seq	multi	65	TEC	2212	167264
FLASH-seq	multi	65	TranscribedProcessedPseudogene	34290	167264
FLASH-seq	multi	65	TranscribedUnitaryPseudogene	1063	167264
FLASH-seq	multi	65	TranscribedUnprocessedPseudogene	3083	167264
FLASH-seq	multi	65	UnitaryPseudogene	481	167264
FLASH-seq	multi	65	UnprocessedPseudogene	8133	167264
FLASH-seq	multi	65	lncRNA	96194	167264
FLASH-seq	multi	65	miRNA	3818	167264
FLASH-seq	multi	65	rRNA	14	167264
FLASH-seq	multi	65	snRNA	14	167264
FLASH-seq	multi	65	snoRNA	26	167264
FLASH-seq	multi	65	tRNA	81	167264
FLASH-seq	multi	66	MiscRna	4406	169224
FLASH-seq	multi	66	MtTrna	194	169224
FLASH-seq	multi	66	ProcessedPseudogene	81235	169224
FLASH-seq	multi	66	ProteinCoding	162794	169224
FLASH-seq	multi	66	TEC	2223	169224
FLASH-seq	multi	66	TranscribedProcessedPseudogene	38328	169224
FLASH-seq	multi	66	TranscribedUnitaryPseudogene	868	169224
FLASH-seq	multi	66	TranscribedUnprocessedPseudogene	3439	169224
FLASH-seq	multi	66	UnitaryPseudogene	505	169224
FLASH-seq	multi	66	UnprocessedPseudogene	8889	169224
FLASH-seq	multi	66	lncRNA	100421	169224
FLASH-seq	multi	66	miRNA	4162	169224
FLASH-seq	multi	66	rRNA	39	169224
FLASH-seq	multi	66	snRNA	10	169224
FLASH-seq	multi	66	snoRNA	34	169224
FLASH-seq	multi	66	tRNA	71	169224
FLASH-seq	multi	67	MiscRna	1756	172948
FLASH-seq	multi	67	MtTrna	198	172948
FLASH-seq	multi	67	ProcessedPseudogene	81265	172948
FLASH-seq	multi	67	ProteinCoding	167963	172948
FLASH-seq	multi	67	TEC	2514	172948
FLASH-seq	multi	67	TranscribedProcessedPseudogene	37219	172948
FLASH-seq	multi	67	TranscribedUnitaryPseudogene	1077	172948
FLASH-seq	multi	67	TranscribedUnprocessedPseudogene	2424	172948
FLASH-seq	multi	67	UnitaryPseudogene	724	172948
FLASH-seq	multi	67	UnprocessedPseudogene	10281	172948
FLASH-seq	multi	67	lncRNA	98674	172948
FLASH-seq	multi	67	miRNA	2462	172948
FLASH-seq	multi	67	rRNA	29	172948
FLASH-seq	multi	67	ribozyme	3	172948
FLASH-seq	multi	67	scaRNA	6	172948
FLASH-seq	multi	67	snRNA	5	172948
FLASH-seq	multi	67	snoRNA	23	172948
FLASH-seq	multi	67	tRNA	65	172948
FLASH-seq	multi	68	MiscRna	4676	174638
FLASH-seq	multi	68	MtRrna	1	174638
FLASH-seq	multi	68	MtTrna	195	174638
FLASH-seq	multi	68	ProcessedPseudogene	86889	174638
FLASH-seq	multi	68	ProteinCoding	167129	174638
FLASH-seq	multi	68	TEC	2266	174638
FLASH-seq	multi	68	TranscribedProcessedPseudogene	37996	174638
FLASH-seq	multi	68	TranscribedUnitaryPseudogene	899	174638
FLASH-seq	multi	68	TranscribedUnprocessedPseudogene	2336	174638
FLASH-seq	multi	68	UnitaryPseudogene	605	174638
FLASH-seq	multi	68	UnprocessedPseudogene	8760	174638
FLASH-seq	multi	68	lncRNA	102551	174638
FLASH-seq	multi	68	miRNA	5060	174638
FLASH-seq	multi	68	pseudogene	2	174638
FLASH-seq	multi	68	rRNA	15	174638
FLASH-seq	multi	68	snRNA	8	174638
FLASH-seq	multi	68	snoRNA	35	174638
FLASH-seq	multi	68	tRNA	44	174638
FLASH-seq	multi	69	MiscRna	3770	179781
FLASH-seq	multi	69	MtTrna	505	179781
FLASH-seq	multi	69	ProcessedPseudogene	84590	179781
FLASH-seq	multi	69	ProteinCoding	173843	179781
FLASH-seq	multi	69	TEC	2983	179781
FLASH-seq	multi	69	TranscribedProcessedPseudogene	36668	179781
FLASH-seq	multi	69	TranscribedUnitaryPseudogene	1097	179781
FLASH-seq	multi	69	TranscribedUnprocessedPseudogene	2406	179781
FLASH-seq	multi	69	UnitaryPseudogene	684	179781
FLASH-seq	multi	69	UnprocessedPseudogene	10373	179781
FLASH-seq	multi	69	lncRNA	104796	179781
FLASH-seq	multi	69	miRNA	2506	179781
FLASH-seq	multi	69	rRNA	66	179781
FLASH-seq	multi	69	snRNA	8	179781
FLASH-seq	multi	69	snoRNA	73	179781
FLASH-seq	multi	69	tRNA	95	179781
FLASH-seq	multi	70	MiscRna	2293	171091
FLASH-seq	multi	70	MtTrna	200	171091
FLASH-seq	multi	70	ProcessedPseudogene	84477	171091
FLASH-seq	multi	70	ProteinCoding	165679	171091
FLASH-seq	multi	70	TEC	2649	171091
FLASH-seq	multi	70	TranscribedProcessedPseudogene	35986	171091
FLASH-seq	multi	70	TranscribedUnitaryPseudogene	1128	171091
FLASH-seq	multi	70	TranscribedUnprocessedPseudogene	2285	171091
FLASH-seq	multi	70	UnitaryPseudogene	506	171091
FLASH-seq	multi	70	UnprocessedPseudogene	10195	171091
FLASH-seq	multi	70	lncRNA	97142	171091
FLASH-seq	multi	70	miRNA	3177	171091
FLASH-seq	multi	70	rRNA	11	171091
FLASH-seq	multi	70	ribozyme	3	171091
FLASH-seq	multi	70	snRNA	5	171091
FLASH-seq	multi	70	snoRNA	44	171091
FLASH-seq	multi	70	tRNA	23	171091
FLASH-seq	multi	71	MiscRna	4343	170318
FLASH-seq	multi	71	MtTrna	366	170318
FLASH-seq	multi	71	ProcessedPseudogene	79806	170318
FLASH-seq	multi	71	ProteinCoding	164258	170318
FLASH-seq	multi	71	TEC	2027	170318
FLASH-seq	multi	71	TrVGene	4	170318
FLASH-seq	multi	71	TranscribedProcessedPseudogene	34897	170318
FLASH-seq	multi	71	TranscribedUnitaryPseudogene	933	170318
FLASH-seq	multi	71	TranscribedUnprocessedPseudogene	3137	170318
FLASH-seq	multi	71	UnitaryPseudogene	361	170318
FLASH-seq	multi	71	UnprocessedPseudogene	9600	170318
FLASH-seq	multi	71	lncRNA	100051	170318
FLASH-seq	multi	71	miRNA	3481	170318
FLASH-seq	multi	71	rRNA	24	170318
FLASH-seq	multi	71	ribozyme	2	170318
FLASH-seq	multi	71	snRNA	12	170318
FLASH-seq	multi	71	snoRNA	39	170318
FLASH-seq	multi	71	tRNA	37	170318
FLASH-seq	multi	72	MiscRna	2644	166382
FLASH-seq	multi	72	MtTrna	333	166382
FLASH-seq	multi	72	ProcessedPseudogene	78982	166382
FLASH-seq	multi	72	ProteinCoding	161243	166382
FLASH-seq	multi	72	TEC	1808	166382
FLASH-seq	multi	72	TranscribedProcessedPseudogene	33047	166382
FLASH-seq	multi	72	TranscribedUnitaryPseudogene	1028	166382
FLASH-seq	multi	72	TranscribedUnprocessedPseudogene	2668	166382
FLASH-seq	multi	72	UnitaryPseudogene	472	166382
FLASH-seq	multi	72	UnprocessedPseudogene	10786	166382
FLASH-seq	multi	72	lncRNA	92672	166382
FLASH-seq	multi	72	miRNA	2570	166382
FLASH-seq	multi	72	rRNA	7	166382
FLASH-seq	multi	72	snRNA	13	166382
FLASH-seq	multi	72	snoRNA	44	166382
FLASH-seq	multi	72	tRNA	70	166382
FLASH-seq	multi	73	MiscRna	4272	164165
FLASH-seq	multi	73	MtTrna	393	164165
FLASH-seq	multi	73	ProcessedPseudogene	80001	164165
FLASH-seq	multi	73	ProteinCoding	157533	164165
FLASH-seq	multi	73	TEC	2247	164165
FLASH-seq	multi	73	TranscribedProcessedPseudogene	35518	164165
FLASH-seq	multi	73	TranscribedUnitaryPseudogene	976	164165
FLASH-seq	multi	73	TranscribedUnprocessedPseudogene	2425	164165
FLASH-seq	multi	73	UnitaryPseudogene	408	164165
FLASH-seq	multi	73	UnprocessedPseudogene	8986	164165
FLASH-seq	multi	73	lncRNA	95941	164165
FLASH-seq	multi	73	miRNA	4256	164165
FLASH-seq	multi	73	rRNA	6	164165
FLASH-seq	multi	73	snRNA	5	164165
FLASH-seq	multi	73	snoRNA	13	164165
FLASH-seq	multi	73	tRNA	43	164165
FLASH-seq	multi	74	MiscRna	5141	162805
FLASH-seq	multi	74	MtTrna	205	162805
FLASH-seq	multi	74	ProcessedPseudogene	76429	162805
FLASH-seq	multi	74	ProteinCoding	156132	162805
FLASH-seq	multi	74	TEC	2289	162805
FLASH-seq	multi	74	TranscribedProcessedPseudogene	34732	162805
FLASH-seq	multi	74	TranscribedUnitaryPseudogene	996	162805
FLASH-seq	multi	74	TranscribedUnprocessedPseudogene	2391	162805
FLASH-seq	multi	74	UnitaryPseudogene	498	162805
FLASH-seq	multi	74	UnprocessedPseudogene	10907	162805
FLASH-seq	multi	74	lncRNA	94042	162805
FLASH-seq	multi	74	miRNA	4087	162805
FLASH-seq	multi	74	rRNA	18	162805
FLASH-seq	multi	74	snRNA	14	162805
FLASH-seq	multi	74	snoRNA	66	162805
FLASH-seq	multi	74	tRNA	104	162805
FLASH-seq	multi	75	MiscRna	2208	160970
FLASH-seq	multi	75	MtTrna	311	160970
FLASH-seq	multi	75	ProcessedPseudogene	74783	160970
FLASH-seq	multi	75	ProteinCoding	155664	160970
FLASH-seq	multi	75	TEC	3781	160970
FLASH-seq	multi	75	TrCGene	3	160970
FLASH-seq	multi	75	TranscribedProcessedPseudogene	35410	160970
FLASH-seq	multi	75	TranscribedUnitaryPseudogene	987	160970
FLASH-seq	multi	75	TranscribedUnprocessedPseudogene	2263	160970
FLASH-seq	multi	75	UnitaryPseudogene	357	160970
FLASH-seq	multi	75	UnprocessedPseudogene	9370	160970
FLASH-seq	multi	75	lncRNA	95101	160970
FLASH-seq	multi	75	miRNA	3685	160970
FLASH-seq	multi	75	pseudogene	1	160970
FLASH-seq	multi	75	rRNA	1	160970
FLASH-seq	multi	75	ribozyme	4	160970
FLASH-seq	multi	75	snRNA	19	160970
FLASH-seq	multi	75	snoRNA	73	160970
FLASH-seq	multi	75	tRNA	45	160970
FLASH-seq	multi	76	MiscRna	3742	158602
FLASH-seq	multi	76	MtTrna	362	158602
FLASH-seq	multi	76	ProcessedPseudogene	72402	158602
FLASH-seq	multi	76	ProteinCoding	153007	158602
FLASH-seq	multi	76	TEC	2049	158602
FLASH-seq	multi	76	TranscribedProcessedPseudogene	33960	158602
FLASH-seq	multi	76	TranscribedUnitaryPseudogene	909	158602
FLASH-seq	multi	76	TranscribedUnprocessedPseudogene	4064	158602
FLASH-seq	multi	76	UnitaryPseudogene	419	158602
FLASH-seq	multi	76	UnprocessedPseudogene	10359	158602
FLASH-seq	multi	76	lncRNA	92773	158602
FLASH-seq	multi	76	miRNA	3349	158602
FLASH-seq	multi	76	pseudogene	3	158602
FLASH-seq	multi	76	rRNA	12	158602
FLASH-seq	multi	76	ribozyme	1	158602
FLASH-seq	multi	76	snRNA	14	158602
FLASH-seq	multi	76	snoRNA	41	158602
FLASH-seq	multi	76	tRNA	138	158602
FLASH-seq	multi	77	MiscRna	2618	165408
FLASH-seq	multi	77	MtTrna	445	165408
FLASH-seq	multi	77	ProcessedPseudogene	80316	165408
FLASH-seq	multi	77	ProteinCoding	160057	165408
FLASH-seq	multi	77	TEC	1768	165408
FLASH-seq	multi	77	TranscribedProcessedPseudogene	33648	165408
FLASH-seq	multi	77	TranscribedUnitaryPseudogene	1126	165408
FLASH-seq	multi	77	TranscribedUnprocessedPseudogene	2581	165408
FLASH-seq	multi	77	UnitaryPseudogene	428	165408
FLASH-seq	multi	77	UnprocessedPseudogene	10455	165408
FLASH-seq	multi	77	lncRNA	95732	165408
FLASH-seq	multi	77	miRNA	2513	165408
FLASH-seq	multi	77	rRNA	11	165408
FLASH-seq	multi	77	ribozyme	1	165408
FLASH-seq	multi	77	snRNA	10	165408
FLASH-seq	multi	77	snoRNA	53	165408
FLASH-seq	multi	77	tRNA	65	165408
FLASH-seq	multi	78	MiscRna	4522	171769
FLASH-seq	multi	78	MtTrna	252	171769
FLASH-seq	multi	78	ProcessedPseudogene	83597	171769
FLASH-seq	multi	78	ProteinCoding	164612	171769
FLASH-seq	multi	78	TEC	2298	171769
FLASH-seq	multi	78	TrVGene	2	171769
FLASH-seq	multi	78	TranscribedProcessedPseudogene	39303	171769
FLASH-seq	multi	78	TranscribedUnitaryPseudogene	800	171769
FLASH-seq	multi	78	TranscribedUnprocessedPseudogene	2281	171769
FLASH-seq	multi	78	UnitaryPseudogene	410	171769
FLASH-seq	multi	78	UnprocessedPseudogene	10189	171769
FLASH-seq	multi	78	lncRNA	99534	171769
FLASH-seq	multi	78	miRNA	4974	171769
FLASH-seq	multi	78	rRNA	2	171769
FLASH-seq	multi	78	ribozyme	1	171769
FLASH-seq	multi	78	snRNA	10	171769
FLASH-seq	multi	78	snoRNA	28	171769
FLASH-seq	multi	78	tRNA	117	171769
FLASH-seq	multi	79	MiscRna	6059	164062
FLASH-seq	multi	79	MtTrna	459	164062
FLASH-seq	multi	79	ProcessedPseudogene	77612	164062
FLASH-seq	multi	79	ProteinCoding	156634	164062
FLASH-seq	multi	79	TEC	1936	164062
FLASH-seq	multi	79	TrCGene	1	164062
FLASH-seq	multi	79	TrVGene	1	164062
FLASH-seq	multi	79	TrVPseudogene	1	164062
FLASH-seq	multi	79	TranscribedProcessedPseudogene	33592	164062
FLASH-seq	multi	79	TranscribedUnitaryPseudogene	1062	164062
FLASH-seq	multi	79	TranscribedUnprocessedPseudogene	2375	164062
FLASH-seq	multi	79	UnitaryPseudogene	799	164062
FLASH-seq	multi	79	UnprocessedPseudogene	10621	164062
FLASH-seq	multi	79	lncRNA	94309	164062
FLASH-seq	multi	79	miRNA	4740	164062
FLASH-seq	multi	79	snRNA	5	164062
FLASH-seq	multi	79	snoRNA	59	164062
FLASH-seq	multi	79	tRNA	63	164062
FLASH-seq	multi	80	MiscRna	3759	164401
FLASH-seq	multi	80	MtTrna	288	164401
FLASH-seq	multi	80	ProcessedPseudogene	77511	164401
FLASH-seq	multi	80	ProteinCoding	157505	164401
FLASH-seq	multi	80	TEC	1955	164401
